country.x,dataset_key.x,dataset_party_id.x,name_short.x,name.x,name_english.x,year_first.x,year_last.x,share.x,share_year.x,description.x,comment.x,created.x,modified.x,external_id.x,partyfacts_id,linked.x,country.y,dataset_key.y,dataset_party_id.y,name_short.y,name.y,name_english.y,year_first.y,year_last.y,share.y,share_year.y,description.y,comment.y,created.y,modified.y,external_id.y,linked.y
JPN,manifesto,71620,LDP,Jiyū-Minshu-tō,Liberal Democratic Party,1960,2017,57.6,1960,NA,NA,2013-01-01T18:16:33Z,2023-06-05T10:39:58Z,1483,1746,2013-01-01T18:35:42Z,JPN,parlgov,1193,LDP,Jiyū Minshutō,Liberal Democratic Party,1958,2021,59,1958,NA,NA,2012-12-30T23:35:04Z,2024-08-13T10:52:01Z,251,2012-12-30T23:46:07Z
JPN,manifesto,71420,LL,Jiyū Rengō,Liberal League,2003,2003,0,2003,NA,NA,2017-03-13T21:05:01Z,2023-06-05T10:39:55Z,18692,348,2017-08-06T13:29:46Z,JPN,parlgov,1165,LL,Jiyu Rengo,Liberal League,2000,2003,1.1,2000,NA,NA,2012-12-30T23:38:33Z,2024-08-13T10:52:02Z,1272,2012-12-30T23:46:06Z
JPN,manifesto,71625,LP,Jiyū-tō,Liberal Party,2000,2000,11,2000,NA,NA,2013-01-01T18:16:51Z,2023-06-05T10:39:55Z,1567,13,2013-01-01T18:35:41Z,JPN,parlgov,462,LP,Jiyū-tō,Liberal Party,2000,2000,11,2000,NA,NA,2012-12-30T23:37:25Z,2024-08-13T10:51:56Z,941,2012-12-30T23:46:08Z
JPN,manifesto,71627,NA,Kibō no Tō,Party of Hope,2017,2017,17.4,2017,NA,NA,2023-06-05T10:39:58Z,2023-06-05T10:39:58Z,59145,6134,2023-06-05T10:39:58Z,JPN,parlgov,2656,PH,Kibō no Tō,Party of Hope,2017,2017,17.4,2017,NA,NA,2018-08-01T22:19:34Z,2024-08-13T10:52:02Z,25013,2018-08-23T10:21:13Z
JPN,manifesto,71630,PNP,Kokumin Shin-tō,People's New Party,2005,2012,1.7,2005,NA,NA,2014-02-08T21:29:19Z,2023-06-05T10:39:49Z,3750,352,2014-02-09T22:39:47Z,JPN,parlgov,4,PNP,Kokumin Shinto,People's New Party,2005,2012,1.7,2005,NA,NA,2012-12-30T23:38:29Z,2024-08-13T10:52:01Z,1252,2012-12-30T23:46:09Z
JPN,manifesto,71410,NA,Minna no Tō,Your Party,2009,2012,8.7,2012,NA,NA,2017-03-13T21:05:12Z,2023-06-05T10:40:02Z,18748,1777,2017-06-18T06:31:46Z,JPN,parlgov,1124,YP,Minna no Tō,Your Party,2009,2012,8.7,2012,NA,NA,2012-12-30T23:36:28Z,2024-08-13T10:51:57Z,671,2012-12-30T23:46:11Z
JPN,manifesto,71321,DSP,Minshu-Shakai-tō,Democratic Socialist Party,1960,1993,8.8,1960,NA,NA,2013-01-01T18:16:53Z,2023-06-05T10:39:54Z,1576,867,2013-01-01T18:35:43Z,JPN,parlgov,1053,DSP,Minshu Shakai-tō,Democratic Socialist Party,1960,1993,8.8,1960,NA,NA,2012-12-30T23:38:25Z,2024-08-13T10:52:09Z,1230,2012-12-30T23:46:11Z
JPN,manifesto,71624,DPJ,Minshu-tō,Democratic Party of Japan,1996,2014,42.4,2009,NA,NA,2013-01-01T18:16:56Z,2023-06-05T10:39:47Z,1588,1804,2013-01-01T18:35:42Z,JPN,parlgov,439,DPJ,Minshutō,Democratic Party of Japan,1996,2014,42.4,2009,NA,NA,2012-12-30T23:36:36Z,2024-08-13T10:51:55Z,707,2012-12-30T23:46:11Z
JPN,manifesto,71640,NA,Mushozoku no Kai,Independent's Party,2003,2003,0,2003,NA,NA,2014-02-08T21:29:09Z,2023-06-05T10:40:01Z,3596,2750,2018-11-10T23:05:49Z,JPN,parlgov,163,DRP,Min-kai-ren,Democratic Reform Party,1996,1996,0,1996,NA,NA,2012-12-30T23:34:35Z,2024-08-13T10:51:57Z,88,2018-11-10T23:04:43Z
JPN,manifesto,71640,NA,Mushozoku no Kai,Independent's Party,2003,2003,0,2003,NA,NA,2014-02-08T21:29:09Z,2023-06-05T10:40:01Z,3596,2750,2018-11-10T23:05:49Z,JPN,parlgov,247,NPD,Shintō Daichi,New Party Daichi,2005,2012,0.6,2005,NA,NA,2012-12-30T23:36:10Z,2024-08-13T10:52:09Z,581,2016-04-30T19:56:15Z
JPN,manifesto,71220,JCP,Nihon Kyōsan-tō,Japanese Communist Party,1960,2017,13.1,1996,NA,NA,2013-01-01T18:16:43Z,2023-06-05T10:39:58Z,1530,736,2013-01-01T18:35:43Z,JPN,parlgov,1540,JCP,Nihon Kyōsan-tō,Japan Communist Party,1946,2021,13.1,1996,NA,NA,2012-12-30T23:34:51Z,2024-08-13T10:52:03Z,180,2012-12-30T23:46:13Z
JPN,manifesto,71952,JNP,Nihon Shin-tō,Japan New Party,1993,1993,8,1993,NA,NA,2013-01-01T18:17:42Z,2023-06-05T10:39:58Z,1801,88,2013-01-01T18:35:44Z,JPN,parlgov,1327,JNP,Nihon Shintō,Japan New Party,1993,1993,8.1,1993,NA,NA,2012-12-30T23:34:34Z,2024-08-13T10:52:02Z,83,2012-12-30T23:46:14Z
JPN,manifesto,71430,JRP,Nippon Ishin no Kai,Japan Restoration Party,2012,2017,20.4,2012,NA,NA,2017-03-13T21:05:11Z,2023-06-05T10:39:48Z,18742,2080,2018-02-03T11:52:06Z,JPN,parlgov,2136,JReP,Nippon Ishin no Kai,Japan Restoration Party,2012,2017,20.4,2012,NA,NA,2014-02-08T21:29:50Z,2024-08-13T10:52:05Z,3881,2014-03-07T15:20:40Z
JPN,manifesto,71110,NA,Nippon Mirai no Tō,Tomorrow Party of Japan,2012,2012,5.7,2012,NA,NA,2017-03-13T21:05:07Z,2023-06-05T10:39:47Z,18724,2079,2017-06-18T06:31:46Z,JPN,parlgov,2785,TPJ,Nippon Mirai no Tō,Tomorrow Party of Japan,2012,2012,5.7,2012,NA,NA,2020-12-08T14:37:33Z,2024-08-13T10:52:03Z,48914,2020-12-08T14:37:33Z
JPN,manifesto,71440,CDP,Rikken Minshutō,Constitutional Democratic Party of Japan,2017,2017,19.9,2017,NA,NA,2023-06-05T10:39:55Z,2023-06-05T10:39:55Z,59124,6135,2023-06-05T10:39:55Z,JPN,parlgov,2657,CDP,Rikken Minshutō,Constitutional Democratic Party of Japan,2017,2021,20,2021,NA,NA,2018-08-01T22:19:16Z,2024-08-13T10:51:56Z,24994,2018-08-23T10:27:47Z
JPN,manifesto,71111,PLP,Seikatsu no Tō,People's Life Party,2014,2014,1.9,2014,NA,NA,2017-03-13T21:05:11Z,2023-06-05T10:39:49Z,18744,1100,2021-07-14T10:34:18Z,JPN,parlgov,2069,PLFP,Kokumin no Seikatsu ga Daiichi | Seikatsu no Tō,People's Life First Party,2014,2014,1.9,2014,NA,NA,2012-12-30T23:37:59Z,2024-08-13T10:52:06Z,1110,2012-12-30T23:46:09Z
JPN,manifesto,71320,SDP,Shakai Minshu-tō,Social Democratic Party,1960,2017,29,1963,NA,NA,2013-01-01T18:17:01Z,2023-06-05T10:39:50Z,1612,3,2013-01-01T18:35:44Z,JPN,parlgov,940,JSP,Nihon Shakai-tō,Japan Socialist Party,1946,2021,33.1,1958,NA,NA,2012-12-30T23:35:00Z,2024-08-13T10:51:59Z,231,2012-12-30T23:46:14Z
JPN,manifesto,71322,SDF,Shaminren,Social Democratic Federation,1979,1990,0.9,1990,NA,NA,2013-01-01T18:16:48Z,2023-06-05T10:39:48Z,1553,492,2013-01-01T18:35:45Z,JPN,parlgov,86,SDF,Shaminren,Socialist Democratic Federation,1979,1993,0.9,1990,NA,NA,2012-12-30T23:34:29Z,2024-08-13T10:51:54Z,57,2012-12-30T23:46:16Z
JPN,manifesto,71621,NLC,Shin-Jiyū-Kurabu,New Liberal Club,1976,1986,4.2,1976,NA,NA,2013-01-01T18:16:10Z,2023-06-05T10:39:46Z,1379,1524,2013-01-01T18:35:45Z,JPN,parlgov,170,NLC,Shin-jiyū-kurabu,New Liberal Club,1976,1986,4.2,1976,NA,NA,2012-12-30T23:35:41Z,2024-08-13T10:51:51Z,444,2012-12-30T23:46:16Z
JPN,manifesto,71530,NKP,Shin Kōmei-tō,New Clean Government Party,1967,2017,14.8,2003,NA,NA,2013-01-01T18:17:16Z,2023-06-05T10:39:56Z,1681,1515,2013-01-01T18:35:42Z,JPN,parlgov,837,K,Kōmeitō,Komeito Party,1967,2021,14.8,2003,NA,NA,2012-12-30T23:35:27Z,2024-08-13T10:51:53Z,372,2012-12-30T23:46:10Z
JPN,manifesto,71622,JRP,Shinsei-tō,Japan Renewal Party,1993,1993,10.1,1993,NA,NA,2013-01-01T18:18:07Z,2023-06-05T10:39:48Z,1923,1109,2013-01-01T18:35:46Z,JPN,parlgov,547,JRP,Shinseitō,Japan Renewal Party,1993,1993,10.1,1993,NA,NA,2012-12-30T23:38:41Z,2024-08-13T10:52:05Z,1311,2012-12-30T23:46:17Z
JPN,manifesto,71650,NPD,Shin-tō Daichi,New Party Mother Earth,2012,2012,0.6,2012,NA,NA,2017-03-13T21:05:05Z,2023-06-05T10:39:51Z,18714,2750,2018-04-27T17:10:01Z,JPN,parlgov,163,DRP,Min-kai-ren,Democratic Reform Party,1996,1996,0,1996,NA,NA,2012-12-30T23:34:35Z,2024-08-13T10:51:57Z,88,2018-11-10T23:04:43Z
JPN,manifesto,71650,NPD,Shin-tō Daichi,New Party Mother Earth,2012,2012,0.6,2012,NA,NA,2017-03-13T21:05:05Z,2023-06-05T10:39:51Z,18714,2750,2018-04-27T17:10:01Z,JPN,parlgov,247,NPD,Shintō Daichi,New Party Daichi,2005,2012,0.6,2005,NA,NA,2012-12-30T23:36:10Z,2024-08-13T10:52:09Z,581,2016-04-30T19:56:15Z
JPN,manifesto,71953,NPN,Shin-tō Nippon,New Party Nippon,2009,2009,0.8,2009,NA,NA,2017-03-13T21:05:00Z,2023-06-05T10:39:42Z,18690,692,2017-08-06T13:29:55Z,JPN,parlgov,1175,NPN,Shintō Nippon,New Party Nippon,2005,2009,2.4,2005,NA,NA,2012-12-30T23:35:11Z,2024-08-13T10:52:06Z,288,2012-12-30T23:46:19Z
JPN,manifesto,71951,NPH,Shin-tō Sakigake,New Party Harbinger,1993,1996,2.6,1993,NA,NA,2013-01-01T18:18:20Z,2023-06-05T10:40:00Z,1985,392,2013-01-01T18:35:44Z,JPN,parlgov,1146,NPS,Shinto Sakigake,New Party Sakigake,1993,1996,2.6,1993,NA,NA,2012-12-30T23:38:42Z,2024-08-13T10:51:53Z,1315,2012-12-30T23:46:17Z
JPN,manifesto,71623,NFP,Sinshin-tō,New Frontier Party,1996,1996,28,1996,NA,NA,2013-01-01T18:18:08Z,2023-06-05T10:39:59Z,1927,282,2013-01-01T18:35:46Z,JPN,parlgov,1136,NFP,Shinshin-to,New Frontier Party,1996,1996,28,1996,NA,NA,2012-12-30T23:38:04Z,2024-08-13T10:51:59Z,1133,2012-12-30T23:46:17Z
LVA,manifesto,87723,TB-LNNK,Apvienība Tēvzemei un brīvībai - Latvijas Nacionālās neatkaribas kustība,For Fatherland and Freedom - Latvian National Independence Movement,1998,2006,14.7,1998,NA,NA,2013-01-01T18:18:09Z,2023-06-05T10:39:53Z,1931,1704,2013-01-01T18:35:56Z,LVA,parlgov,521,NA/TB/LNNK,Nacionālā apvienība / Tēvzemei un Brīvībai / LNNK,National Alliance / For Fatherland and Freedom / LNNK,1998,2022,16.6,2014,NA,NA,2012-12-30T23:35:00Z,2024-08-13T10:52:00Z,227,2012-12-30T23:47:03Z
LVA,manifesto,87042,NA,Attīstībai/Par!,Development/For!,2018,2018,12.1,2018,NA,NA,2023-06-05T10:39:41Z,2023-06-05T10:39:41Z,59002,8393,2023-06-05T10:39:41Z,LVA,parlgov,2878,AP!,Attīstībai/Par!,Development/For!,2018,2022,12,2018,NA,NA,2023-12-11T22:42:24Z,2024-08-13T10:52:06Z,59698,2023-12-11T22:42:24Z
LVA,manifesto,87430,DCP,Demokrātiskā centra partija,Democratic Centre Party,1993,1993,4.8,1993,NA,NA,2013-01-01T18:18:11Z,2023-06-05T10:40:03Z,1941,837,2013-01-01T18:35:57Z,LVA,parlgov,384,DCP,Demokrātiskā Centra Partija,Democratic Centre Party,1993,1993,4.8,1993,NA,NA,2012-12-30T23:38:30Z,2024-08-13T10:52:01Z,1253,2012-12-30T23:46:48Z
LVA,manifesto,87411,DPS,Demokrātiskā partija ‘Saimnieks',Democratic Party ‘Saimnieks’,1995,1995,15.2,1995,NA,NA,2013-01-01T18:18:14Z,2023-06-05T10:39:39Z,1956,19,2013-01-01T18:35:57Z,LVA,parlgov,759,DPS,"Demokrātiskā partija ""Saimnieks""",Democratic Party Saimnieks,1995,1998,15.2,1995,NA,NA,2012-12-30T23:38:40Z,2024-08-13T10:51:58Z,1302,2012-12-30T23:46:48Z
LVA,manifesto,87423,JL,Jaunais laiks,New Era,2002,2006,24,2002,NA,NA,2013-01-01T18:16:42Z,2023-06-05T10:39:43Z,1526,1531,2013-01-01T18:35:58Z,LVA,parlgov,1518,JL,Jaunais Laiks,New Era,2002,2009,23.9,2002,NA,NA,2012-12-30T23:34:25Z,2024-08-13T10:52:08Z,34,2012-12-30T23:46:49Z
LVA,manifesto,87640,NA,Jaunā konservatīvā partija,New Conservative Party,2018,2018,13.7,2018,NA,NA,2023-06-05T10:39:45Z,2023-06-05T10:39:45Z,59030,6355,2023-06-05T10:39:45Z,LVA,parlgov,2717,JKP,Jaunā konservatīvā partija,New Conservative Party,2018,2022,13.7,2018,NA,NA,2018-11-10T11:21:49Z,2024-08-13T10:51:56Z,27109,2018-11-10T11:23:20Z
LVA,manifesto,87431,JP,Jauna partija,New Party,1998,1998,7.3,1998,NA,NA,2013-01-01T18:18:06Z,2023-06-05T10:39:39Z,1920,1632,2013-01-01T18:35:57Z,LVA,parlgov,550,JP,Jaunā partija,New Era Party,1998,1998,7.3,1998,NA,NA,2012-12-30T23:36:58Z,2024-08-13T10:51:59Z,805,2012-12-30T23:46:50Z
LVA,manifesto,87730,KPV LV,Kam pieder valsts?,Who owns the state?,2018,2018,14.3,2018,NA,NA,2023-06-05T10:39:50Z,2023-06-05T10:39:50Z,59075,6356,2023-06-05T14:30:59Z,LVA,parlgov,2715,KPV-LV,Kam pieder valsts?,Who owns the state?,2018,2018,14.3,2018,NA,NA,2018-11-10T11:21:47Z,2024-08-13T10:52:06Z,27108,2018-11-10T11:24:07Z
LVA,manifesto,87520,KDS,Kristīgi demokrātiskā savienība,Christian Democratic Union,1993,1993,5,1993,NA,NA,2013-01-01T18:18:32Z,2023-06-05T10:40:04Z,2046,304,2013-01-01T18:35:58Z,LVA,parlgov,239,KDS,Kristīgi demokrātiskā savienība,Christian Democratic Union,1993,1995,6.4,1995,NA,NA,2012-12-30T23:34:39Z,2024-08-13T10:52:04Z,116,2012-12-30T23:46:51Z
LVA,manifesto,87710,LNNK,Latvijas Nacionālās neatkaribas kustība,Latvian National Independence Movement,1993,1993,13.4,1993,NA,NA,2013-01-01T18:17:41Z,2023-06-05T10:39:56Z,1798,1789,2013-01-01T18:35:59Z,LVA,parlgov,1557,LNNK,Latvijas Nacionālās Neatkarības Kustība,Latvian National Independence Movement,1993,1995,13.3,1993,NA,NA,2012-12-30T23:37:44Z,2024-08-13T10:52:04Z,1033,2012-12-30T23:46:53Z
LVA,manifesto,87521,LPP,Latvijas Pirmā partija,Latvia’s First Party,2002,2002,9.6,2002,NA,including: Latvijas Kristigo demokratu savieniba (Christian Democratic Union),2013-01-01T18:16:57Z,2023-06-05T10:39:55Z,1595,1778,2013-01-01T18:35:59Z,LVA,parlgov,1043,LPP,Latvijas Pirmā partija,Latvia's First Party,2002,2004,9.5,2002,NA,NA,2012-12-30T23:37:19Z,2024-08-13T10:52:07Z,910,2012-12-30T23:46:53Z
LVA,manifesto,87041,LPP/LC,‘Latvijas Pirmā partijas' un partijas ‘Latvijas Ceļš' vēlēšanu apvienība',‘Latvia's First Party' and ‘Latvian Way' Union,2006,2006,8.6,2006,NA,NA,2017-03-13T21:05:10Z,2023-06-05T10:39:56Z,18737,461,2017-06-18T06:31:46Z,LVA,parlgov,662,LPP/LC,Latvijas Pirmā partija / Latvijas Ceļš,Latvian First Party / Latvian Way Party,2006,2011,8.6,2006,NA,NA,2012-12-30T23:38:46Z,2024-08-13T10:52:01Z,1336,2012-12-30T23:46:54Z
LVA,manifesto,87901,NA,Latvijas Reģionu apvienība,Latvian Association of Regions,2014,2014,6.7,2014,NA,NA,2017-03-13T21:05:10Z,2023-06-05T10:39:57Z,18739,3194,2017-06-18T06:31:46Z,LVA,parlgov,2366,LRa,Latvijas Reģionu apvienība,Latvian Association of Regions,2014,2019,6.7,2014,NA,NA,2014-11-13T18:36:13Z,2024-08-13T10:52:10Z,8085,2015-01-22T13:51:57Z
LVA,manifesto,87311,LSDA,Latvijas Sociāldemokrātu apvienība,Latvian Social Democratic Alliance,1998,1998,12.9,1998,NA,NA,2013-01-01T18:17:09Z,2023-06-05T10:39:47Z,1651,741,2013-01-01T18:36:00Z,LVA,parlgov,1656,LSDSP,Latvijas Sociāldemokrātiskā Strādnieku Partija,Latvian Social Democratic Workers' Party,1995,2009,12.8,1998,NA,NA,2012-12-30T23:38:29Z,2024-08-13T10:51:53Z,1250,2012-12-30T23:46:54Z
LVA,manifesto,87310,LSP,Latvijas Sociālistiska partija,Latvian Socialist Party,1995,1995,5.6,1995,NA,NA,2013-01-01T18:18:30Z,2023-06-05T10:39:49Z,2037,588,2013-01-01T18:36:00Z,LVA,parlgov,309,LSP,Latvijas Sociālistiskā partija,Socialist Party of Latvia,1995,2014,5.6,1995,NA,NA,2012-12-30T23:34:26Z,2024-08-13T10:51:58Z,40,2012-12-30T23:46:55Z
LVA,manifesto,87320,LVP,Latvijas Vienības partija,Latvian Unity Party,1995,1995,7.2,1995,NA,NA,2013-01-01T18:16:18Z,2023-06-05T10:39:47Z,1416,373,2013-01-01T18:36:01Z,LVA,parlgov,1042,LVP,Latvijas Vienības Partija,Latvian Unity Party,1995,1995,7.2,1995,NA,NA,2012-12-30T23:34:32Z,2024-08-13T10:51:52Z,71,2012-12-30T23:46:56Z
LVA,manifesto,87810,LZS,Latvijas Zemnieku savienība,Latvian Farmers’ Union,1993,1993,10.7,1993,NA,NA,2013-01-01T18:18:33Z,2023-06-05T10:40:02Z,2047,1702,2013-01-01T18:36:01Z,LVA,parlgov,1368,LZS,Latvijas Zemnieku Savienība,Farmers Union of Latvia,1993,1998,10.7,1993,NA,NA,2012-12-30T23:35:25Z,2024-08-13T10:52:01Z,357,2012-12-30T23:46:57Z
LVA,manifesto,87951,L,Līdztiesība,Equal Rights,1993,1993,5.8,1993,NA,NA,2013-01-01T18:17:50Z,2023-06-05T10:39:57Z,1843,860,2013-01-01T18:36:02Z,LVA,parlgov,928,L,Līdztiesība,Equal Rights,1993,1993,5.8,1993,NA,NA,2012-12-30T23:37:17Z,2024-08-13T10:51:54Z,897,2012-12-30T23:46:58Z
LVA,manifesto,87071,NA,Nacionālā apvienība ‘Visu Latvijai!' – ‘Apvienība Tēvzemei un brīvībai - Latvijas Nacionālās neatkaribas kustība',National Alliance ‘All For Latvia!' – ‘For Fatherland and Freedom - Latvian National Independence Movement',2010,2018,16.7,2014,NA,NA,2015-11-17T11:43:36Z,2023-06-05T10:39:58Z,15485,506,2015-11-17T12:25:08Z,LVA,parlgov,801,VL,Visu Latvijai!,All For Latvia!,2006,2009,1.5,2006,NA,NA,2012-12-30T23:36:26Z,2024-08-13T10:51:58Z,659,2012-12-30T23:47:04Z
LVA,manifesto,87630,NA,No sirds Latvijai,For Latvia from the Heart,2014,2014,6.9,2014,NA,NA,2017-03-13T21:05:04Z,2023-06-05T10:40:01Z,18708,3193,2017-06-18T06:31:46Z,LVA,parlgov,2365,NsL,No sirds Latvijai,For Latvia from the Heart,2014,2014,6.8,2014,NA,NA,2014-11-13T18:36:12Z,2024-08-13T10:52:03Z,8084,2015-01-22T13:50:49Z
LVA,manifesto,87422,PCTVL,Par cilvēka tiesībām vienotā Latvijā,For Human Rights in a United Latvia,2002,2006,19.1,2002,NA,NA,2013-01-01T18:16:24Z,2023-06-05T10:39:42Z,1443,176,2013-01-01T18:36:02Z,LVA,parlgov,1520,PCTVL,Par cilvēka tiesībām vienotā Latvijā,For Human Rights in a United Latvia,2002,2022,19,2002,NA,NA,2012-12-30T23:35:40Z,2024-08-13T10:52:04Z,439,2012-12-30T23:46:59Z
LVA,manifesto,87061,PLL,Par Labu Latviju!,For a Good Latvia,2010,2010,7.8,2010,NA,NA,2017-03-13T21:05:12Z,2023-06-05T10:39:55Z,18751,393,2017-08-06T13:29:57Z,LVA,parlgov,1667,PLL,Par Labu Latviju!,For a Good Latvia,2010,2010,7.8,2010,NA,NA,2012-12-30T23:37:54Z,2024-08-13T10:51:58Z,1085,2012-12-30T23:46:58Z
LVA,manifesto,87220,SLAT,Saskaņa Latvijai - Atdzimšana Tautsaimniecībai,Harmony for Latvia - Rebirth of the Economy,1993,1993,12,1993,NA,NA,2013-01-01T18:17:58Z,2023-06-05T10:39:53Z,1881,1719,2015-07-29T20:31:05Z,LVA,parlgov,32,TSP,Tautas Saskaņas Partija,National Harmony Party,1993,2004,14.1,1998,NA,NA,2012-12-30T23:36:06Z,2024-08-13T10:52:01Z,564,2012-12-30T23:47:02Z
LVA,manifesto,87021,SC,Saskaņas Centrs,Concord Centre,2006,2011,28.6,2011,NA,NA,2015-11-17T11:43:47Z,2023-06-05T10:39:56Z,15515,1056,2015-11-17T12:24:53Z,LVA,parlgov,1100,S,Saskaņas,Harmony,2006,2022,28.4,2011,NA,NA,2012-12-30T23:35:07Z,2024-08-13T10:51:59Z,265,2012-12-30T23:47:00Z
LVA,manifesto,87410,LC,Savienība ‘Latvijas ceļš',Latvian Way Union,1993,2002,32.4,1993,NA,NA,2013-01-01T18:16:21Z,2023-06-05T10:39:45Z,1429,1043,2013-01-01T18:36:01Z,LVA,parlgov,526,LC,Latvijas Ceļš,Latvian Way,1993,2004,32.4,1993,NA,NA,2012-12-30T23:37:27Z,2024-08-13T10:51:51Z,948,2012-12-30T23:46:52Z
LVA,manifesto,87722,TKL-ZP,Tautas Kustība ‘Latvijai'-Zīgerista partija,Popular Movement for Latvia-Zigerista Party,1995,1995,15,1995,NA,NA,2013-01-01T18:17:27Z,2023-06-05T10:39:48Z,1732,1654,2013-01-01T18:36:03Z,LVA,parlgov,267,TKL-ZP,Tautas Kustība Latvijai – Zīgerista Partija,People's Movement for Latvia -- Siegerist Party,1995,1998,14.9,1995,NA,NA,2012-12-30T23:35:20Z,2024-08-13T10:52:02Z,334,2012-12-30T23:47:01Z
LVA,manifesto,87610,TP,Tautas partija,People’s Party,1998,2006,21.3,1998,NA,NA,2013-01-01T18:16:14Z,2023-06-05T10:39:42Z,1395,1755,2013-01-01T18:36:03Z,LVA,parlgov,811,TP,Tautas Partija,People's Party,1998,2009,21.2,1998,NA,NA,2012-12-30T23:37:17Z,2024-08-13T10:52:07Z,900,2012-12-30T23:47:02Z
LVA,manifesto,87421,TSP,Tautas Saskaņas partija,National Harmony Party,1995,1998,14.2,1998,NA,NA,2013-01-01T18:18:03Z,2023-06-05T10:39:51Z,1906,1719,2013-01-01T18:36:03Z,LVA,parlgov,32,TSP,Tautas Saskaņas Partija,National Harmony Party,1993,2004,14.1,1998,NA,NA,2012-12-30T23:36:06Z,2024-08-13T10:52:01Z,564,2012-12-30T23:47:02Z
LVA,manifesto,87721,TB,Tēvzemei un brīvībai,For Fatherland and Freedom,1993,1995,12,1995,NA,NA,2013-01-01T18:17:23Z,2023-06-05T10:39:55Z,1713,671,2013-01-01T18:36:04Z,LVA,parlgov,203,TB,Tēvzemei un Brīvībai,For Fatherland and Freedom,1993,1995,11.9,1995,NA,NA,2012-12-30T23:36:33Z,2024-08-13T10:52:00Z,692,2012-12-30T23:47:03Z
LVA,manifesto,87062,NA,Vienotība,Unity,2010,2018,31.9,2010,NA,NA,2015-11-17T11:43:34Z,2023-06-05T10:39:51Z,15474,852,2015-11-17T12:24:39Z,LVA,parlgov,1666,V,Vienotība,Unity,2010,2022,31.9,2010,NA,NA,2012-12-30T23:35:59Z,2024-08-13T10:52:03Z,531,2012-12-30T23:47:03Z
LVA,manifesto,87110,ZZS,Zaļo un Zemnieku savienība,Greens' and Farmers’ Union,2002,2018,20.1,2010,NA,NA,2013-01-01T18:16:37Z,2023-06-05T10:39:58Z,1503,701,2013-01-01T18:36:04Z,LVA,parlgov,466,ZZS,Zaļo un Zemnieku savienība,Green and Farmers' Union,2002,2022,20.1,2010,NA,NA,2012-12-30T23:35:14Z,2024-08-13T10:52:07Z,304,2012-12-30T23:47:05Z
LVA,manifesto,87620,ZRP,Zatlera Reformu Partija,Zatlers' Reform Party,2011,2011,21,2011,NA,NA,2017-03-13T21:05:11Z,2023-06-05T10:39:58Z,18746,1476,2017-08-06T13:29:58Z,LVA,parlgov,1942,RP,Reformu partija,Reform Party,2011,2011,20.8,2011,NA,NA,2012-12-30T23:38:17Z,2024-08-13T10:51:58Z,1190,2012-12-30T23:47:04Z
LTU,manifesto,88440,DP,Darbo Partija,Labour Party,2004,2020,28.4,2004,NA,NA,2014-02-08T21:29:17Z,2023-06-05T10:40:02Z,3714,102,2014-03-07T18:19:48Z,LTU,parlgov,581,DP,Darbo partija,Labour Party,2004,2020,28.4,2004,NA,NA,2012-12-30T23:37:50Z,2024-08-13T10:51:59Z,1065,2012-12-30T23:46:21Z
LTU,manifesto,88952,DK,Drąsos kelias,The Way of Courage,2012,2012,8.3,2012,NA,NA,2014-02-08T21:29:13Z,2023-06-05T10:39:53Z,3660,74,2014-03-07T18:20:51Z,LTU,parlgov,2121,DK,Drąsos kelias,The Way of Courage,2012,2020,8,2012,NA,NA,2012-12-30T23:34:51Z,2024-08-13T10:52:08Z,179,2012-12-30T23:46:21Z
LTU,manifesto,88451,LP,Laisvės partija,Freedom Party,2020,2020,9.4,2020,NA,NA,2023-06-05T10:39:52Z,2023-06-05T10:39:52Z,59093,8982,2023-06-05T10:39:52Z,LTU,parlgov,2805,LP,Laisvės partija,Freedom Party,2020,2020,9.4,2020,NA,NA,2021-12-30T12:51:10Z,2024-08-13T10:51:58Z,53580,2021-12-30T13:00:43Z
LTU,manifesto,88430,LiCS,Liberalų ir centro sąjunga,Liberal and Centre Union,2004,2008,9.2,2004,NA,NA,2014-02-08T21:29:12Z,2023-06-05T10:39:50Z,3638,1193,2014-03-07T18:19:53Z,LTU,parlgov,983,LiCS,Liberalų ir centro sąjunga,Liberal and Centre Union,1996,2014,17.2,2000,NA,NA,2012-12-30T23:38:07Z,2024-08-13T10:51:55Z,1149,2012-12-30T23:46:24Z
LTU,manifesto,88710,LTS,Lietuvių tautininkų sąjunga,Lithuanian National Union,1992,1992,2,1992,NA,composed of: LLS Lietuviu tautininku sajunga (Lithuanian National Union) NP Nepriklausomybes partija (Independence Party),2013-01-01T18:17:41Z,2023-06-05T10:39:41Z,1800,377,2013-01-01T18:35:47Z,LTU,parlgov,432,LTS,Lietuvių tautininkų sąjunga,Lithuanian National Union List,1992,2014,2,1992,NA,NA,2012-12-30T23:36:17Z,2024-08-13T10:51:58Z,614,2012-12-30T23:46:24Z
LTU,manifesto,88420,LCS,Lietuvos centro sąjunga,Lithuanian Centre Union,1992,2000,8.7,1996,NA,NA,2013-01-01T18:16:20Z,2023-06-05T10:40:02Z,1423,1185,2013-01-01T18:35:47Z,LTU,parlgov,887,LCS,Lietuvos centro sąjunga,Centre Union of Lithuania,1992,2009,8.7,1996,NA,NA,2012-12-30T23:36:08Z,2024-08-13T10:51:55Z,571,2012-12-30T23:46:26Z
